,time_sec,time_hms,bus_lat,bus_lon,train_lat,train_lon,bus_trip_id_at_time,train_trip_id_at_time
214,40140,11:09:00,49.985369,20.056496,49.985686,20.056641,28446351_7953,2024_2025_1285129
215,40170,11:09:30,49.985369,20.056496,49.985686,20.056641,28446351_7953,2024_2025_1285129
216,40200,11:10:00,49.985369,20.056496,49.985686,20.056641,28446351_7953,2024_2025_1285129
217,40230,11:10:30,49.985369,20.056496,49.985686,20.056641,28446351_7953,2024_2025_1285129
218,40260,11:11:00,49.985369,20.056496,49.985686,20.056641,28446351_7953,2024_2025_813171
219,40290,11:11:30,49.985369,20.056496,49.986996500000004,20.053874653846155,28446351_7953,2024_2025_813171
220,40320,11:12:00,49.985369,20.056496,49.988307,20.051108307692306,28446351_7953,2024_2025_813171
221,40350,11:12:30,49.985369,20.056496,49.98987306666667,20.048378433333333,28446351_7953,2024_2025_813171
222,40380,11:13:00,49.985369,20.056496,49.99182248333333,20.045703266666667,28446351_7953,2024_2025_813171
223,40410,11:13:30,49.985369,20.056496,49.9937719,20.0430281,28446351_7953,2024_2025_813171
224,40440,11:14:00,49.985369,20.056496,49.99572131666667,20.040352933333335,28446351_7953,2024_2025_813171
225,40470,11:14:30,49.985369,20.056496,49.99767073333333,20.03767776666667,28446351_7953,2024_2025_813171
226,40500,11:15:00,49.985369,20.056496,49.99984874,20.03646196,28446351_7953,2024_2025_813171
227,40530,11:15:30,49.985369,20.056496,50.002179139999996,20.03621906,28446351_7953,2024_2025_813171
228,40560,11:16:00,49.985369,20.056496,50.00450954,20.03597616,28446351_7953,2024_2025_813171
229,40590,11:16:30,49.985369,20.056496,50.00683994,20.03573326,28446351_7953,2024_2025_813171
230,40620,11:17:00,49.985369,20.056496,50.009170340000004,20.03549036,28446351_7953,2024_2025_813171
231,40650,11:17:30,49.985369,20.056496,50.01129385357143,20.03478087857143,28446351_7953,2024_2025_813171
232,40680,11:18:00,49.985369,20.056496,50.01327944285715,20.033760342857143,28446351_7953,2024_2025_813171
233,40710,11:18:30,49.985369,20.056496,50.01526503214286,20.032739807142857,28446351_7953,2024_2025_813171
234,40740,11:19:00,49.985369,20.056496,50.01725062142857,20.03171927142857,28446351_7953,2024_2025_813171
235,40770,11:19:30,49.985369,20.056496,50.01923621071428,20.030698735714285,28446351_7953,2024_2025_813171
236,40800,11:20:00,49.985369,20.056496,50.0212218,20.0296782,28446351_7953,2024_2025_813171
237,40830,11:20:30,49.985369,20.056496,50.02219992962963,20.023983866666665,28446351_7953,2024_2025_813171
238,40860,11:21:00,49.985369,20.056496,50.02317805925926,20.018289533333334,28446351_7953,2024_2025_813171
239,40890,11:21:30,49.985369,20.056496,50.02415618888889,20.0125952,28446351_7953,2024_2025_813171
240,40920,11:22:00,49.985369,20.056496,50.02513431851852,20.00690086666667,28446351_7953,2024_2025_813171
241,40950,11:22:30,49.985369,20.056496,50.02611244814815,20.001206533333335,28446351_7953,2024_2025_813171
242,40980,11:23:00,49.985369,20.056496,50.02741235714286,19.996369532142857,28446351_7953,2024_2025_813171
243,41010,11:23:30,49.985369,20.056496,50.02892678571428,19.992104085714285,28446351_7953,2024_2025_813171
244,41040,11:24:00,49.985369,20.056496,50.030441214285716,19.987838639285716,28446351_7953,2024_2025_813171
245,41070,11:24:30,49.985369,20.056496,50.03195564285714,19.983573192857143,28446351_7953,2024_2025_813171
246,41100,11:25:00,49.985369,20.056496,50.033470071428574,19.97930774642857,28446351_7953,2024_2025_813171
247,41130,11:25:30,49.985369,20.056496,50.0349845,19.9750423,28446351_7953,2024_2025_813171
248,41160,11:26:00,49.985369,20.056496,50.03730417241379,19.97190276551724,28446351_7953,2024_2025_813171
249,41190,11:26:30,49.985369,20.056496,50.03962384482759,19.968763231034483,28446351_7953,2024_2025_813171
250,41220,11:27:00,49.985369,20.056496,50.04194351724138,19.965623696551724,28446351_7953,2024_2025_813171
251,41250,11:27:30,49.985369,20.056496,50.04426318965517,19.962484162068964,28446351_7953,2024_2025_813171
252,41280,11:28:00,49.985369,20.056496,50.046582862068966,19.959344627586205,28446351_7953,2024_2025_813171
253,41310,11:28:30,49.985369,20.056496,50.04889337429124,19.956387303913438,28446351_7953,2024_2025_813171
254,41340,11:29:00,49.985369,20.056496,50.051167245747465,19.95415882348064,28446351_7953,2024_2025_813171
255,41370,11:29:30,49.985369,20.056496,50.05344111720369,19.95193034304784,28446351_7953,2024_2025_813171
256,41400,11:30:00,49.985369,20.056496,50.055714988659915,19.94970186261504,28446351_7953,2024_2025_813171
257,41430,11:30:30,49.985369,20.056496,50.05795180175471,19.94790309448923,28446351_7953,2024_2025_813171
